id,name,faction,type,scope,decision,changes,reason,playsBefore,playsAfter
hades_tutor_structure_2,Graveflash Crypt,HADES,STRUCTURE,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 1, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",37,42
hades_hades_throne_vault,Hades Throne Vault,HADES,STRUCTURE,faction,retained,{},"Retain turn-4 development: 12 HP, 2 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",48,50
hades_ability_soul_furnace,Soul Furnace,HADES,STRUCTURE,faction,retained,{},"Retain turn-4 development: 8 HP, 2 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",39,40
hades_structure_silent_mortuary,Silent Mortuary,HADES,STRUCTURE,faction,mechanical change,"{""developmentGoldCost"": {""after"": 1, ""before"": 0}, ""keywordValues"": {""after"": {""WORKSHOP"": {""amount"": 1, ""range"": 1}}, ""before"": {}}, ""keywords"": {""after"": [""WORKSHOP""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline.,40,37
hades_tutor_structure_3,Styx Muster Gate,HADES,STRUCTURE,faction,mechanical change,"{""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}, ""developmentGoldCost"": {""after"": 1, ""before"": 0}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",39,36
hades_tutor_structure_4,Eidolon Calling Hall,HADES,STRUCTURE,faction,mechanical change,"{""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}, ""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""BEACON"": {""amount"": 1, ""range"": 1}}, ""before"": {}}, ""keywords"": {""after"": [""BEACON""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",43,39
hades_apex_gate_beyond_death,Gate Beyond Death,HADES,STRUCTURE,faction,mechanical change,"{""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""BEACON"": {""amount"": 1, ""range"": 1}}, ""before"": {}}, ""keywords"": {""after"": [""BEACON""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline.,37,40
hades_structure_undying_treasury,Undying Treasury,HADES,STRUCTURE,faction,mechanical change,"{""developmentGoldCost"": {""after"": 1, ""before"": 0}}","Late high-HP, high-income infrastructure also has a passive; add a modest utility surcharge.",42,40
hades_tutor_structure_5,Underworld Legion Vault,HADES,STRUCTURE,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 3, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}, ""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""BEACON"": {""amount"": 1, ""range"": 1}}, ""before"": {}}, ""keywords"": {""after"": [""BEACON""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",39,38
hephaestus_capital_bronze_heart,Bronze Heart,HEPHAESTUS,CAPITAL,faction,retained,{},Retain the 20-HP Capital and its conditional faction role: Start of your turn: heal your Capital for 1.,0,0
hephaestus_capital_great_forge,The Great Forge,HEPHAESTUS,CAPITAL,faction,archetype only,"{""archetypes"": {""after"": [""WORKSHOP""], ""before"": []}}",Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,0,0
hephaestus_capital_volcanic_foundry,Volcanic Foundry,HEPHAESTUS,CAPITAL,faction,archetype only,"{""archetypes"": {""after"": [""WORKSHOP""], ""before"": []}}",Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,0,0
hephaestus_forge_spark_drone,Forge Spark Drone,HEPHAESTUS,CHARACTER,faction,retained,{},"Retain 1 GP: A1/D2, movement 3, range 1; stats-only body.",65,65
hephaestus_automaton_shieldsmith,Automaton Shieldsmith,HEPHAESTUS,CHARACTER,faction,mechanical change,"{""defense"": {""after"": 5, ""before"": 4}}",Reward its movement-1 limitation versus mobile Vanguard peers.,42,43
hephaestus_bronze_assembly_bot,Bronze Assembly Bot,HEPHAESTUS,CHARACTER,faction,retained,{},"Retain 2 GP: A2/D3, movement 2, range 1; stats-only body.",58,54
hephaestus_keyword_bronze_line_automaton,Bronze-Line Automaton,HEPHAESTUS,CHARACTER,faction,mechanical change,"{""defense"": {""after"": 3, ""before"": 4}, ""movement"": {""after"": 2, ""before"": 1}}",Separate a mobile line unit from the stationary Shieldsmith.,41,44
hephaestus_tunnel_riveter,Tunnel Riveter,HEPHAESTUS,CHARACTER,faction,mechanical change,"{""cost"": {""after"": 2, ""before"": 1}}",Siege plus death refund should not be a nearly free 2/2 attacker.,64,67
hephaestus_fast_sparkblade_automaton,Sparkblade Automaton,HEPHAESTUS,CHARACTER,faction,retained,{},"Retain 3 GP: A4/D2, movement 2, range 1; keyword specialization FAST_STRIKE.",29,27
hephaestus_keyword_subforge_sapper,Subforge Sapper,HEPHAESTUS,CHARACTER,faction,retained,{},"Retain 3 GP: A3/D4, movement 1, range 1; keyword specialization SIEGE.",41,42
hephaestus_talos_patrol_frame,Talos Patrol Frame,HEPHAESTUS,CHARACTER,faction,mechanical change,"{""defense"": {""after"": 4, ""before"": 5}}",Reduce the efficient early Vanguard wall.,56,53
hephaestus_volcanic_survey_rig,Volcanic Survey Rig,HEPHAESTUS,CHARACTER,faction,archetype only,"{""archetypes"": {""after"": [""AUTOMATON""], ""before"": []}}",Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,33,35
hephaestus_cyclops_arc_welder,Cyclops Arc-Welder,HEPHAESTUS,CHARACTER,faction,mechanical change,"{""attack"": {""after"": 6, ""before"": 5}}",Give the keyword-free melee body a reason to compete with siege specialists.,51,49
hephaestus_daedalus_prototype,Daedalus Prototype,HEPHAESTUS,CHARACTER,faction,mechanical change,"{""cost"": {""after"": 5, ""before"": 4}}",Range 3 and Blink require the same mobility premium as other factions.,36,36
hephaestus_keyword_foundry_bastion,Foundry Bastion,HEPHAESTUS,CHARACTER,faction,retained,{},"Retain 5 GP: A4/D7, movement 1, range 2; keyword specialization VANGUARD.",41,41
hephaestus_foundry_siege_walker,Foundry Siege Walker,HEPHAESTUS,CHARACTER,faction,mechanical change,"{""attack"": {""after"": 5, ""before"": 6}, ""keywords"": {""after"": [""SIEGE""], ""before"": []}}",Exchange raw attack for its named siege role without raising ranged burst.,47,44
hephaestus_golden_hand_artificer,Golden Hand Artificer,HEPHAESTUS,CHARACTER,faction,retained,{},"Retain 5 GP: A4/D6, movement 2, range 2; keyword specialization MOLE.",31,37
hephaestus_sharp_turret_linker,Turret Linker,HEPHAESTUS,CHARACTER,faction,retained,{},"Retain 5 GP: A4/D6, movement 1, range 2; keyword specialization SHARP_SHOT.",21,24
hephaestus_ability_forge_ram,Forge Ram,HEPHAESTUS,CHARACTER,faction,retained,{},"Retain 6 GP: A6/D7, movement 1, range 1; keyword specialization SIEGE.",41,42
hephaestus_keyword_mantle_borer,Mantle Borer,HEPHAESTUS,CHARACTER,faction,retained,{},"Retain 6 GP: A7/D7, movement 1, range 1; keyword specialization SIEGE.",43,43
hephaestus_siege_molten_borer,Molten Borer,HEPHAESTUS,CHARACTER,faction,retained,{},"Retain 6 GP: A6/D7, movement 1, range 1; keyword specialization SIEGE.",40,40
hephaestus_talos_colossus,Talos Colossus,HEPHAESTUS,CHARACTER,faction,retained,{},"Retain 6 GP: A6/D8, movement 1, range 1; keyword specialization VANGUARD.",55,46
hephaestus_hephaestus_masterwork,Hephaestus Masterwork,HEPHAESTUS,CHARACTER,faction,retained,{},"Retain 7 GP: A7/D7, movement 2, range 2; keyword specialization VANGUARD.",49,44
hephaestus_keyword_colossus_prime,Colossus Prime,HEPHAESTUS,CHARACTER,faction,retained,{},"Retain 8 GP: A8/D10, movement 2, range 2; keyword specialization VANGUARD.",41,41
hephaestus_apex_hephaestus_forge_avatar,Hephaestus Forge Avatar,HEPHAESTUS,CHARACTER,faction,retained,{},"Retain 9 GP: A9/D10, movement 2, range 2; keyword specialization MOLE, VANGUARD.",27,24
hephaestus_cinderworks_lot,Cinderworks Lot,HEPHAESTUS,LAND,faction,retained,{},"Retain turn-1 development: 6 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",63,64
hephaestus_cyclops_foundry_floor,Cyclops Foundry Floor,HEPHAESTUS,LAND,faction,retained,{},"Retain turn-1 development: 8 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",42,47
hephaestus_magma_conduit_field,Magma Conduit Field,HEPHAESTUS,LAND,faction,retained,{},"Retain turn-1 development: 7 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",44,43
hephaestus_land_slag_claim,Slag Claim,HEPHAESTUS,LAND,faction,mechanical change,"{""archetypes"": {""after"": [""INDUSTRIAL""], ""before"": []}, ""hitPoints"": {""after"": 8, ""before"": 9}}",Keep a free turn-1 option while reducing the strict durability upgrade over earlier lands. Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,37,36
hephaestus_tutor_land_1,Bronze Muster Yard,HEPHAESTUS,LAND,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 1, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""MUSTER_GROUND""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",38,36
hephaestus_land_copper_seam,Copper Seam,HEPHAESTUS,LAND,faction,retained,{},"Retain turn-2 development: 10 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",36,33
hephaestus_hephaestus_core_forge,Hephaestus Core Forge,HEPHAESTUS,LAND,faction,retained,{},"Retain turn-2 development: 10 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",40,42
hephaestus_ability_ore_vein,Living Ore Vein,HEPHAESTUS,LAND,faction,retained,{},"Retain turn-2 development: 9 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",37,34
hephaestus_tutor_land_2,Vanguard Assembly Line,HEPHAESTUS,LAND,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 1, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""MUSTER_GROUND""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",33,33
hephaestus_land_caldera_works,Caldera Works,HEPHAESTUS,LAND,faction,mechanical change,"{""developmentGoldCost"": {""after"": 3, ""before"": 0}, ""keywordValues"": {""after"": {""FERTILE"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""FERTILE""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline.,35,32
hephaestus_tutor_land_3,Siegeframe Proving Ground,HEPHAESTUS,LAND,faction,mechanical change,"{""archetypes"": {""after"": [""MUSTER_GROUND""], ""before"": []}, ""developmentGoldCost"": {""after"": 1, ""before"": 0}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",28,30
hephaestus_apex_titan_salvage_expanse,Titan Salvage Expanse,HEPHAESTUS,LAND,faction,mechanical change,"{""developmentGoldCost"": {""after"": 1, ""before"": 0}, ""keywordValues"": {""after"": {""ARCHIVE"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""ARCHIVE""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline.,34,32
hephaestus_apex_golden_factory_district,Golden Factory District,HEPHAESTUS,LAND,faction,archetype only,"{""archetypes"": {""after"": [""INDUSTRIAL"", ""URBAN""], ""before"": []}}",Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,44,42
hephaestus_land_mantle_concession,Mantle Concession,HEPHAESTUS,LAND,faction,retained,{},"Retain turn-7 development: 22 HP, 4 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",35,34
hephaestus_tutor_land_4,Colossus Foundry Field,HEPHAESTUS,LAND,faction,mechanical change,"{""archetypes"": {""after"": [""MUSTER_GROUND""], ""before"": []}, ""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""ARCHIVE"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""ARCHIVE""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",33,33
hephaestus_apex_olympian_magma_heart,Olympian Magma Heart,HEPHAESTUS,LAND,faction,retained,{},"Retain turn-8 development: 19 HP, 4 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",44,45
hephaestus_tutor_land_5,Worldforge Deployment Bay,HEPHAESTUS,LAND,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 3, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""MUSTER_GROUND""], ""before"": []}, ""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""ARCHIVE"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""ARCHIVE""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",34,35
hephaestus_field_repair,Field Repair,HEPHAESTUS,SPELL,faction,mechanical change,"{""cost"": {""after"": 2, ""before"": 3}}",Repair efficiency is a forge faction strength.,42,42
hephaestus_overclock,Overclock,HEPHAESTUS,SPELL,faction,retained,{},"Retain 2-GP single-use effect: [{""amount"": 2, ""target"": ""FRIENDLY"", ""type"": ""BUFF_ATTACK""}]; no extra price for rarity.",42,40
hephaestus_reactive_plating,Reactive Plating,HEPHAESTUS,SPELL,faction,mechanical change,"{""cost"": {""after"": 2, ""before"": 3}}",Match equivalent +3 Defense spells.,41,44
hephaestus_plasma_cut,Plasma Cut,HEPHAESTUS,SPELL,faction,retained,{},"Retain 3-GP single-use effect: [{""amount"": 4, ""target"": ""ENEMY"", ""type"": ""STRIKE_CHARACTER""}]; no extra price for rarity.",36,40
hephaestus_core_meltdown,Core Meltdown,HEPHAESTUS,SPELL,faction,retained,{},"Retain 4-GP single-use effect: [{""amount"": 5, ""target"": ""ENEMY"", ""type"": ""DAMAGE_PERMANENT""}]; no extra price for rarity.",43,45
hephaestus_apex_masterwork_restoration,Masterwork Restoration,HEPHAESTUS,SPELL,faction,mechanical change,"{""archetypes"": {""after"": [""ARTIFICE""], ""before"": []}, ""cost"": {""after"": 5, ""before"": 7}}",Large single-target repair should not cost almost as much as lethal burn. Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,36,37
hephaestus_automaton_assembly_line,Automaton Assembly Line,HEPHAESTUS,STRUCTURE,faction,retained,{},"Retain turn-1 development: 7 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",40,42
hephaestus_tutor_structure_1,Bronze Vanguard Forge,HEPHAESTUS,STRUCTURE,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 1, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",35,35
hephaestus_smart_metal_bulwark,Smart-Metal Bulwark,HEPHAESTUS,STRUCTURE,faction,mechanical change,"{""developmentGoldCost"": {""after"": 1, ""before"": 0}, ""keywordValues"": {""after"": {""BULWARK"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""BULWARK""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline.,39,37
hephaestus_cyclops_plasma_furnace,Cyclops Plasma Furnace,HEPHAESTUS,STRUCTURE,faction,retained,{},"Retain turn-3 development: 10 HP, 2 base income, 3 gold; paid terrain utility.",44,42
hephaestus_structure_gear_mint,Gear Mint,HEPHAESTUS,STRUCTURE,faction,retained,{},"Retain turn-3 development: 13 HP, 2 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",36,35
hephaestus_structure_precision_mill,Precision Mill,HEPHAESTUS,STRUCTURE,faction,mechanical change,"{""archetypes"": {""after"": [""WORKSHOP""], ""before"": []}, ""hitPoints"": {""after"": 13, ""before"": 17}}",Free turn-4 infrastructure trades utility for moderate durability. Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,36,38
hephaestus_ability_repair_foundry,Repair Foundry,HEPHAESTUS,STRUCTURE,faction,retained,{},"Retain turn-4 development: 12 HP, 1 base income, 2 gold; paid terrain utility.",36,33
hephaestus_tutor_structure_2,Siegecrew Workshop,HEPHAESTUS,STRUCTURE,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 1, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",39,35
hephaestus_talos_foundry_citadel,Talos Foundry Citadel,HEPHAESTUS,STRUCTURE,faction,retained,{},"Retain turn-4 development: 13 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",40,40
hephaestus_apex_adamant_bulwark_engine,Adamant Bulwark Engine,HEPHAESTUS,STRUCTURE,faction,mechanical change,"{""archetypes"": {""after"": [""FORTRESS""], ""before"": []}, ""developmentGoldCost"": {""after"": 3, ""before"": 0}, ""keywordValues"": {""after"": {""BULWARK"": {""amount"": 2, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""BULWARK""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline. Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,44,45
hephaestus_tutor_structure_3,Automaton Muster Line,HEPHAESTUS,STRUCTURE,faction,mechanical change,"{""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}, ""developmentGoldCost"": {""after"": 1, ""before"": 0}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",39,35
hephaestus_structure_automender_foundry,Automender Foundry,HEPHAESTUS,STRUCTURE,faction,mechanical change,"{""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""WORKSHOP"": {""amount"": 2, ""range"": 1}}, ""before"": {}}, ""keywords"": {""after"": [""WORKSHOP""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline.,38,35
hephaestus_apex_daedalus_infinite_workshop,Daedalus Infinite Workshop,HEPHAESTUS,STRUCTURE,faction,mechanical change,"{""archetypes"": {""after"": [""WORKSHOP""], ""before"": []}, ""developmentGoldCost"": {""after"": 3, ""before"": 0}, ""keywordValues"": {""after"": {""WORKSHOP"": {""amount"": 2, ""range"": 2}}, ""before"": {}}, ""keywords"": {""after"": [""WORKSHOP""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline. Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,44,44
hephaestus_apex_cyclops_star_furnace,Cyclops Star Furnace,HEPHAESTUS,STRUCTURE,faction,mechanical change,"{""archetypes"": {""after"": [""WORKSHOP""], ""before"": []}, ""developmentGoldCost"": {""after"": 3, ""before"": 0}, ""keywordValues"": {""after"": {""TURRET"": {""amount"": 2, ""range"": 2}}, ""before"": {}}, ""keywords"": {""after"": [""TURRET""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline. Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,42,43
hephaestus_tutor_structure_4,Titanframe Assembly,HEPHAESTUS,STRUCTURE,faction,mechanical change,"{""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}, ""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""WORKSHOP"": {""amount"": 1, ""range"": 1}}, ""before"": {}}, ""keywords"": {""after"": [""WORKSHOP""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",38,34
hephaestus_structure_perpetual_works,Perpetual Works,HEPHAESTUS,STRUCTURE,faction,mechanical change,"{""developmentGoldCost"": {""after"": 1, ""before"": 0}}","Late high-HP, high-income infrastructure also has a passive; add a modest utility surcharge.",36,33
hephaestus_apex_talos_resurrection_cradle,Talos Resurrection Cradle,HEPHAESTUS,STRUCTURE,faction,mechanical change,"{""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""MEDIC_TENT"": {""amount"": 2, ""range"": 1}}, ""before"": {}}, ""keywords"": {""after"": [""MEDIC_TENT""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline.,37,37
hephaestus_tutor_structure_5,Divine Engine Command,HEPHAESTUS,STRUCTURE,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 3, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}, ""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""WORKSHOP"": {""amount"": 1, ""range"": 1}}, ""before"": {}}, ""keywords"": {""after"": [""WORKSHOP""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",34,30
hephaestus_apex_forge_of_divine_machines,Forge of Divine Machines,HEPHAESTUS,STRUCTURE,faction,archetype only,"{""archetypes"": {""after"": [""WORKSHOP""], ""before"": []}}",Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,26,27
poseidon_capital_abyssal_court,Abyssal Court,POSEIDON,CAPITAL,faction,retained,{},Retain the 20-HP Capital and its conditional faction role: The first Mole you burrow each turn refunds 1 GP.,0,0
poseidon_capital_atlantis_nexus,Atlantis Nexus,POSEIDON,CAPITAL,faction,retained,{},Retain the 20-HP Capital and its conditional faction role: Start of your turn: heal 3 damage from your most damaged Land.,0,0
poseidon_capital_trident_bastion,Trident Bastion,POSEIDON,CAPITAL,faction,archetype only,"{""archetypes"": {""after"": [""FORTRESS""], ""before"": []}}",Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,0,0
poseidon_tidepool_surveyor,Tidepool Surveyor,POSEIDON,CHARACTER,faction,mechanical change,"{""range"": {""after"": 1, ""before"": 2}}",Keep its early defensive body but charge reach through later specialists.,62,61
poseidon_nereid_current_rider,Nereid Current-Rider,POSEIDON,CHARACTER,faction,mechanical change,"{""cost"": {""after"": 2, ""before"": 1}}",A 2-Attack movement-4 Blink body needs more than 1 GP.,42,40
poseidon_keyword_reef_tunneler,Reef Tunneler,POSEIDON,CHARACTER,faction,mechanical change,"{""movement"": {""after"": 3, ""before"": 2}}",Trade attack for movement compared with Undertow Stalker.,49,50
poseidon_reefline_defender,Reefline Defender,POSEIDON,CHARACTER,faction,mechanical change,"{""defense"": {""after"": 3, ""before"": 4}}",Reduce early Vanguard lockout while retaining the slow blocker role.,59,57
poseidon_undertow_stalker,Undertow Stalker,POSEIDON,CHARACTER,faction,retained,{},"Retain 2 GP: A3/D2, movement 2, range 1; keyword specialization MOLE.",53,52
poseidon_keyword_breakwater_hoplite,Breakwater Hoplite,POSEIDON,CHARACTER,faction,archetype only,"{""archetypes"": {""after"": [""HUMAN"", ""MERFOLK""], ""before"": [""MERFOLK""]}}",Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,50,49
poseidon_delphic_sonar_adept,Delphic Sonar Adept,POSEIDON,CHARACTER,faction,retained,{},"Retain 3 GP: A2/D3, movement 2, range 3; stats-only body.",58,51
poseidon_fast_razorfin_lancer,Razorfin Lancer,POSEIDON,CHARACTER,faction,retained,{},"Retain 3 GP: A4/D2, movement 3, range 1; keyword specialization FAST_STRIKE.",32,30
poseidon_triton_waveguard,Triton Waveguard,POSEIDON,CHARACTER,faction,retained,{},"Retain 3 GP: A3/D4, movement 2, range 1; keyword specialization VANGUARD.",67,55
poseidon_abyssal_molecrab,Abyssal Molecrab,POSEIDON,CHARACTER,faction,retained,{},"Retain 4 GP: A4/D5, movement 2, range 1; keyword specialization MOLE.",59,59
poseidon_kraken_tendril_drone,Kraken Tendril Drone,POSEIDON,CHARACTER,faction,retained,{},"Retain 4 GP: A5/D3, movement 2, range 2; stats-only body.",59,58
poseidon_naiad_flowshaper,Naiad Flowshaper,POSEIDON,CHARACTER,faction,retained,{},"Retain 4 GP: A3/D5, movement 3, range 2; keyword specialization BLINK.",43,42
poseidon_oceanid_pressure_mage,Oceanid Pressure Mage,POSEIDON,CHARACTER,faction,retained,{},"Retain 5 GP: A5/D4, movement 2, range 3; stats-only body.",54,52
poseidon_ability_reefwarden,Reefwarden,POSEIDON,CHARACTER,faction,mechanical change,"{""defense"": {""after"": 6, ""before"": 7}}",Its recurring defense bonus already supplies the seventh point.,48,49
poseidon_sharp_tidewall_harpooner,Tidewall Harpooner,POSEIDON,CHARACTER,faction,retained,{},"Retain 5 GP: A4/D5, movement 2, range 2; keyword specialization SHARP_SHOT.",31,32
